home_team,away_team,home_score,away_score,home_times,away_times,home_win,away_win,home_goals,away_goals,home_r_win,away_r_win,home_Ave_goal,away_Ave_goal,result
墨西哥,萨尔瓦多,4,0,57,6,16,0,60,1,0.280701754,0,1.052631579,0.166666667,1
巴西,罗马尼亚,3,2,109,21,73,8,229,30,0.669724771,0.380952381,2.100917431,1.428571429,1
萨尔瓦多,俄罗斯,0,2,6,45,0,19,1,77,0,0.422222222,0.166666667,1.711111111,0
德国,秘鲁,3,1,109,18,67,5,226,21,0.614678899,0.277777778,2.073394495,1.166666667,1
瑞典,乌拉圭,1,0,51,56,19,24,80,87,0.37254902,0.428571429,1.568627451,1.553571429,1
保加利亚,摩洛哥,1,1,26,16,3,2,22,14,0.115384615,0.125,0.846153846,0.875,-1
捷克斯洛伐克,英格兰,0,1,30,69,11,29,44,91,0.366666667,0.420289855,1.466666667,1.31884058,0
以色列,意大利,0,0,3,83,0,45,1,128,0,0.542168675,0.333333333,1.542168675,-1
墨西哥,比利时,1,0,57,48,16,20,60,68,0.280701754,0.416666667,1.052631579,1.416666667,1
巴西,秘鲁,4,2,109,18,73,5,229,21,0.669724771,0.277777778,2.100917431,1.166666667,1
英格兰,德国,2,3,69,109,29,67,91,226,0.420289855,0.614678899,1.31884058,2.073394495,0
墨西哥,意大利,1,4,57,83,16,45,60,128,0.280701754,0.542168675,1.052631579,1.542168675,0
俄罗斯,乌拉圭,0,1,45,56,19,24,77,87,0.422222222,0.428571429,1.711111111,1.553571429,0
巴西,乌拉圭,3,1,109,56,73,24,229,87,0.669724771,0.428571429,2.100917431,1.553571429,1
德国,意大利,3,4,109,83,67,45,226,128,0.614678899,0.542168675,2.073394495,1.542168675,0
德国,乌拉圭,1,0,109,56,67,24,226,87,0.614678899,0.428571429,2.073394495,1.553571429,1
巴西,意大利,4,1,109,83,73,45,229,128,0.669724771,0.542168675,2.100917431,1.542168675,1
巴西,南斯拉夫,0,0,109,33,73,14,229,55,0.669724771,0.424242424,2.100917431,1.666666667,-1
刚果民主共和国,苏格兰,0,2,2,23,0,4,0,25,0,0.173913043,0,1.086956522,0
民主德国,澳大利亚,2,0,6,16,2,2,5,13,0.333333333,0.125,0.833333333,0.8125,1
德国,智利,1,0,109,33,67,11,226,40,0.614678899,0.333333333,2.073394495,1.212121212,1
意大利,海地,3,1,83,3,45,0,128,2,0.542168675,0,1.542168675,0.666666667,1
波兰,阿根廷,3,2,34,81,16,43,46,137,0.470588235,0.530864198,1.352941176,1.691358025,1
瑞典,保加利亚,0,0,51,26,19,3,80,22,0.37254902,0.115384615,1.568627451,0.846153846,-1
乌拉圭,荷兰,0,2,56,50,24,27,87,86,0.428571429,0.54,1.553571429,1.72,0
智利,民主德国,1,1,33,6,11,2,40,5,0.333333333,0.333333333,1.212121212,0.833333333,-1
德国,澳大利亚,3,0,109,16,67,2,226,13,0.614678899,0.125,2.073394495,0.8125,1
苏格兰,巴西,0,0,23,109,4,73,25,229,0.173913043,0.669724771,1.086956522,2.100917431,-1
南斯拉夫,刚果（金）,9,0,33,1,14,0,55,0,0.424242424,0,1.666666667,0,1
阿根廷,意大利,1,1,81,83,43,45,137,128,0.530864198,0.542168675,1.691358025,1.542168675,-1
保加利亚,乌拉圭,1,1,26,56,3,24,22,87,0.115384615,0.428571429,0.846153846,1.553571429,-1
海地,波兰,0,7,3,34,0,16,2,46,0,0.470588235,0.666666667,1.352941176,0
荷兰,瑞典,0,0,50,51,27,19,86,80,0.54,0.37254902,1.72,1.568627451,-1
澳大利亚,智利,0,0,16,33,2,11,13,40,0.125,0.333333333,0.8125,1.212121212,-1
刚果民主共和国,巴西,0,3,2,109,0,73,0,229,0,0.669724771,0,2.100917431,0
德国,民主德国,0,1,109,6,67,2,226,5,0.614678899,0.333333333,2.073394495,0.833333333,0
苏格兰,南斯拉夫,1,1,23,33,4,14,25,55,0.173913043,0.424242424,1.086956522,1.666666667,-1
阿根廷,海地,4,1,81,3,43,0,137,2,0.530864198,0,1.691358025,0.666666667,1
保加利亚,荷兰,1,4,26,50,3,27,22,86,0.115384615,0.54,0.846153846,1.72,0
波兰,意大利,2,1,34,83,16,45,46,128,0.470588235,0.542168675,1.352941176,1.542168675,1
瑞典,乌拉圭,3,0,51,56,19,24,80,87,0.37254902,0.428571429,1.568627451,1.553571429,1
巴西,民主德国,1,0,109,6,73,2,229,5,0.669724771,0.333333333,2.100917431,0.833333333,1
德国,南斯拉夫,2,0,109,33,67,14,226,55,0.614678899,0.424242424,2.073394495,1.666666667,1
荷兰,阿根廷,4,0,50,81,27,43,86,137,0.54,0.530864198,1.72,1.691358025,1
瑞典,波兰,0,1,51,34,19,16,80,46,0.37254902,0.470588235,1.568627451,1.352941176,0
阿根廷,巴西,1,2,81,109,43,73,137,229,0.530864198,0.669724771,1.691358025,2.100917431,0
民主德国,荷兰,0,2,6,50,2,27,5,86,0.333333333,0.54,0.833333333,1.72,0
德国,瑞典,4,2,109,51,67,19,226,80,0.614678899,0.37254902,2.073394495,1.568627451,1
波兰,南斯拉夫,2,1,34,33,16,14,46,55,0.470588235,0.424242424,1.352941176,1.666666667,1
阿根廷,民主德国,1,1,81,6,43,2,137,5,0.530864198,0.333333333,1.691358025,0.833333333,-1
德国,波兰,1,0,109,34,67,16,226,46,0.614678899,0.470588235,2.073394495,1.352941176,1
荷兰,巴西,2,0,50,109,27,73,86,229,0.54,0.669724771,1.72,2.100917431,1
瑞典,南斯拉夫,2,1,51,33,19,14,80,55,0.37254902,0.424242424,1.568627451,1.666666667,1
巴西,波兰,0,1,109,34,73,16,229,46,0.669724771,0.470588235,2.100917431,1.352941176,0
德国,荷兰,2,1,109,50,67,27,226,86,0.614678899,0.54,2.073394495,1.72,1
德国,波兰,0,0,109,34,67,16,226,46,0.614678899,0.470588235,2.073394495,1.352941176,-1
阿根廷,匈牙利,2,1,81,32,43,15,137,87,0.530864198,0.46875,1.691358025,2.71875,1
法国,意大利,1,2,66,83,34,45,120,128,0.515151515,0.542168675,1.818181818,1.542168675,0
墨西哥,突尼斯,1,3,57,15,16,2,60,13,0.280701754,0.133333333,1.052631579,0.866666667,0
奥地利,西班牙,2,1,29,63,12,30,43,99,0.413793103,0.476190476,1.482758621,1.571428571,1
巴西,瑞典,1,1,109,51,73,19,229,80,0.669724771,0.37254902,2.100917431,1.568627451,-1
伊朗,荷兰,0,3,15,50,2,27,9,86,0.133333333,0.54,0.6,1.72,0
秘鲁,苏格兰,3,1,18,23,5,4,21,25,0.277777778,0.173913043,1.166666667,1.086956522,1
阿根廷,法国,2,1,81,66,43,34,137,120,0.530864198,0.515151515,1.691358025,1.818181818,1
德国,墨西哥,6,0,109,57,67,16,226,60,0.614678899,0.280701754,2.073394495,1.052631579,1
匈牙利,意大利,1,3,32,83,15,45,87,128,0.46875,0.542168675,2.71875,1.542168675,0
波兰,突尼斯,1,0,34,15,16,2,46,13,0.470588235,0.133333333,1.352941176,0.866666667,1
奥地利,瑞典,1,0,29,51,12,19,43,80,0.413793103,0.37254902,1.482758621,1.568627451,1
巴西,西班牙,0,0,109,63,73,30,229,99,0.669724771,0.476190476,2.100917431,1.571428571,-1
伊朗,苏格兰,1,1,15,23,2,4,9,25,0.133333333,0.173913043,0.6,1.086956522,-1
荷兰,秘鲁,0,0,50,18,27,5,86,21,0.54,0.277777778,1.72,1.166666667,-1
阿根廷,意大利,0,1,81,83,43,45,137,128,0.530864198,0.542168675,1.691358025,1.542168675,0
法国,匈牙利,3,1,66,32,34,15,120,87,0.515151515,0.46875,1.818181818,2.71875,1
德国,突尼斯,0,0,109,15,67,2,226,13,0.614678899,0.133333333,2.073394495,0.866666667,-1
墨西哥,波兰,1,3,57,34,16,16,60,46,0.280701754,0.470588235,1.052631579,1.352941176,0
奥地利,巴西,0,1,29,109,12,73,43,229,0.413793103,0.669724771,1.482758621,2.100917431,0
伊朗,秘鲁,1,4,15,18,2,5,9,21,0.133333333,0.277777778,0.6,1.166666667,0
荷兰,苏格兰,2,3,50,23,27,4,86,25,0.54,0.173913043,1.72,1.086956522,0
西班牙,瑞典,1,0,63,51,30,19,99,80,0.476190476,0.37254902,1.571428571,1.568627451,1
阿根廷,波兰,2,0,81,34,43,16,137,46,0.530864198,0.470588235,1.691358025,1.352941176,1
奥地利,荷兰,1,5,29,50,12,27,43,86,0.413793103,0.54,1.482758621,1.72,0
巴西,秘鲁,3,0,109,18,73,5,229,21,0.669724771,0.277777778,2.100917431,1.166666667,1
德国,意大利,0,0,109,83,67,45,226,128,0.614678899,0.542168675,2.073394495,1.542168675,-1
阿根廷,巴西,0,0,81,109,43,73,137,229,0.530864198,0.669724771,1.691358025,2.100917431,-1
奥地利,意大利,0,1,29,83,12,45,43,128,0.413793103,0.542168675,1.482758621,1.542168675,0
德国,荷兰,2,2,109,50,67,27,226,86,0.614678899,0.54,2.073394495,1.72,-1
秘鲁,波兰,0,1,18,34,5,16,21,46,0.277777778,0.470588235,1.166666667,1.352941176,0
阿根廷,秘鲁,6,0,81,18,43,5,137,21,0.530864198,0.277777778,1.691358025,1.166666667,1
奥地利,德国,3,2,29,109,12,67,43,226,0.413793103,0.614678899,1.482758621,2.073394495,1
巴西,波兰,3,1,109,34,73,16,229,46,0.669724771,0.470588235,2.100917431,1.352941176,1
意大利,荷兰,1,2,83,50,45,27,128,86,0.542168675,0.54,1.542168675,1.72,0
巴西,意大利,2,1,109,83,73,45,229,128,0.669724771,0.542168675,2.100917431,1.542168675,1
阿根廷,荷兰,3,1,81,50,43,27,137,86,0.530864198,0.54,1.691358025,1.72,1
阿根廷,比利时,0,1,81,48,43,20,137,68,0.530864198,0.416666667,1.691358025,1.416666667,0
巴西,俄罗斯,2,1,109,45,73,19,229,77,0.669724771,0.422222222,2.100917431,1.711111111,1
意大利,波兰,0,0,83,34,45,16,128,46,0.542168675,0.470588235,1.542168675,1.352941176,-1
匈牙利,萨尔瓦多,10,1,32,6,15,0,87,1,0.46875,0,2.71875,0.166666667,1
秘鲁,喀麦隆,0,0,18,23,5,4,21,18,0.277777778,0.173913043,1.166666667,0.782608696,-1
苏格兰,新西兰,5,2,23,6,4,0,25,4,0.173913043,0,1.086956522,0.666666667,1
英格兰,法国,3,1,69,66,29,34,91,120,0.420289855,0.515151515,1.31884058,1.818181818,1
德国,阿尔及利亚,1,2,109,13,67,3,226,13,0.614678899,0.230769231,2.073394495,1,0
西班牙,洪都拉斯,1,1,63,9,30,0,99,3,0.476190476,0,1.571428571,0.333333333,-1
智利,奥地利,0,1,33,29,11,12,40,43,0.333333333,0.413793103,1.212121212,1.482758621,0
捷克斯洛伐克,科威特,1,1,30,3,11,0,44,2,0.366666667,0,1.466666667,0.666666667,-1
南斯拉夫,北爱尔兰,0,0,33,13,14,3,55,13,0.424242424,0.230769231,1.666666667,1,-1
阿根廷,匈牙利,4,1,81,32,43,15,137,87,0.530864198,0.46875,1.691358025,2.71875,1
巴西,苏格兰,4,1,109,23,73,4,229,25,0.669724771,0.173913043,2.100917431,1.086956522,1
意大利,秘鲁,1,1,83,18,45,5,128,21,0.542168675,0.277777778,1.542168675,1.166666667,-1
比利时,萨尔瓦多,1,0,48,6,20,0,68,1,0.416666667,0,1.416666667,0.166666667,1
波兰,喀麦隆,0,0,34,23,16,4,46,18,0.470588235,0.173913043,1.352941176,0.782608696,-1
俄罗斯,新西兰,3,0,45,6,19,0,77,4,0.422222222,0,1.711111111,0.666666667,1
英格兰,捷克斯洛伐克,2,0,69,30,29,11,91,44,0.420289855,0.366666667,1.31884058,1.466666667,1
德国,智利,4,1,109,33,67,11,226,40,0.614678899,0.333333333,2.073394495,1.212121212,1
西班牙,南斯拉夫,2,1,63,33,30,14,99,55,0.476190476,0.424242424,1.571428571,1.666666667,1
阿尔及利亚,奥地利,0,2,13,29,3,12,13,43,0.230769231,0.413793103,1,1.482758621,0
法国,科威特,4,1,66,3,34,0,120,2,0.515151515,0,1.818181818,0.666666667,1
洪都拉斯,北爱尔兰,1,1,9,13,0,3,3,13,0,0.230769231,0.333333333,1,-1
比利时,匈牙利,1,1,48,32,20,15,68,87,0.416666667,0.46875,1.416666667,2.71875,-1
波兰,秘鲁,5,1,34,18,16,5,46,21,0.470588235,0.277777778,1.352941176,1.166666667,1
俄罗斯,苏格兰,2,2,45,23,19,4,77,25,0.422222222,0.173913043,1.711111111,1.086956522,-1
阿根廷,萨尔瓦多,2,0,81,6,43,0,137,1,0.530864198,0,1.691358025,0.166666667,1
巴西,新西兰,4,0,109,6,73,0,229,4,0.669724771,0,2.100917431,0.666666667,1
意大利,喀麦隆,1,1,83,23,45,4,128,18,0.542168675,0.173913043,1.542168675,0.782608696,-1
阿尔及利亚,智利,3,2,13,33,3,11,13,40,0.230769231,0.333333333,1,1.212121212,1
法国,捷克斯洛伐克,1,1,66,30,34,11,120,44,0.515151515,0.366666667,1.818181818,1.466666667,-1
洪都拉斯,南斯拉夫,0,1,9,33,0,14,3,55,0,0.424242424,0.333333333,1.666666667,0
英格兰,科威特,1,0,69,3,29,0,91,2,0.420289855,0,1.31884058,0.666666667,1
德国,奥地利,1,0,109,29,67,12,226,43,0.614678899,0.413793103,2.073394495,1.482758621,1
西班牙,北爱尔兰,0,1,63,13,30,3,99,13,0.476190476,0.230769231,1.571428571,1,0
奥地利,法国,0,1,29,66,12,34,43,120,0.413793103,0.515151515,1.482758621,1.818181818,0
波兰,比利时,3,0,34,48,16,20,46,68,0.470588235,0.416666667,1.352941176,1.416666667,1
德国,英格兰,0,0,109,69,67,29,226,91,0.614678899,0.420289855,2.073394495,1.31884058,-1
意大利,阿根廷,2,1,83,81,45,43,128,137,0.542168675,0.530864198,1.542168675,1.691358025,1
奥地利,北爱尔兰,2,2,29,13,12,3,43,13,0.413793103,0.230769231,1.482758621,1,-1
比利时,俄罗斯,0,1,48,45,20,19,68,77,0.416666667,0.422222222,1.416666667,1.711111111,0
阿根廷,巴西,1,3,81,109,43,73,137,229,0.530864198,0.669724771,1.691358025,2.100917431,0
西班牙,德国,1,2,63,109,30,67,99,226,0.476190476,0.614678899,1.571428571,2.073394495,0
法国,北爱尔兰,4,1,66,13,34,3,120,13,0.515151515,0.230769231,1.818181818,1,1
波兰,俄罗斯,0,0,34,45,16,19,46,77,0.470588235,0.422222222,1.352941176,1.711111111,-1
意大利,巴西,3,2,83,109,45,73,128,229,0.542168675,0.669724771,1.542168675,2.100917431,1
西班牙,英格兰,0,0,63,69,30,29,99,91,0.476190476,0.420289855,1.571428571,1.31884058,-1
德国,法国,3,3,109,66,67,34,226,120,0.614678899,0.515151515,2.073394495,1.818181818,-1
波兰,意大利,0,2,34,83,16,45,46,128,0.470588235,0.542168675,1.352941176,1.542168675,0
波兰,法国,3,2,34,66,16,34,46,120,0.470588235,0.515151515,1.352941176,1.818181818,1
意大利,德国,3,1,83,109,45,67,128,226,0.542168675,0.614678899,1.542168675,2.073394495,1
保加利亚,意大利,1,1,26,83,3,45,22,128,0.115384615,0.542168675,0.846153846,1.542168675,-1
加拿大,法国,0,1,3,66,0,34,0,120,0,0.515151515,0,1.818181818,0
西班牙,巴西,0,1,63,109,30,73,99,229,0.476190476,0.669724771,1.571428571,2.100917431,0
阿根廷,朝鲜,3,1,81,12,43,1,137,11,0.530864198,0.083333333,1.691358025,0.916666667,1
摩洛哥,波兰,0,0,16,34,2,16,14,46,0.125,0.470588235,0.875,1.352941176,-1
俄罗斯,匈牙利,6,0,45,32,19,15,77,87,0.422222222,0.46875,1.711111111,2.71875,1
阿尔及利亚,北爱尔兰,1,1,13,13,3,3,13,13,0.230769231,0.230769231,1,1,-1
墨西哥,比利时,2,1,57,48,16,20,60,68,0.280701754,0.416666667,1.052631579,1.416666667,1
葡萄牙,英格兰,1,0,30,69,14,29,49,91,0.466666667,0.420289855,1.633333333,1.31884058,1
巴拉圭,伊拉克,1,0,27,3,7,0,30,1,0.259259259,0,1.111111111,0.333333333,1
苏格兰,丹麦,0,1,23,20,4,9,25,30,0.173913043,0.45,1.086956522,1.5,0
乌拉圭,德国,1,1,56,109,24,67,87,226,0.428571429,0.614678899,1.553571429,2.073394495,-1
法国,俄罗斯,1,1,66,45,34,19,120,77,0.515151515,0.422222222,1.818181818,1.711111111,-1
意大利,阿根廷,1,1,83,81,45,43,128,137,0.542168675,0.530864198,1.542168675,1.691358025,-1
韩国,保加利亚,1,1,29,26,6,3,29,22,0.206896552,0.115384615,1,0.846153846,-1
巴西,阿尔及利亚,1,0,109,13,73,3,229,13,0.669724771,0.230769231,2.100917431,1,1
英格兰,摩洛哥,0,0,69,16,29,2,91,14,0.420289855,0.125,1.31884058,0.875,-1
匈牙利,加拿大,2,0,32,3,15,0,87,0,0.46875,0,2.71875,0,1
墨西哥,巴拉圭,1,1,57,27,16,7,60,30,0.280701754,0.259259259,1.052631579,1.111111111,-1
北爱尔兰,西班牙,1,2,13,63,3,30,13,99,0.230769231,0.476190476,1,1.571428571,0
波兰,葡萄牙,1,0,34,30,16,14,46,49,0.470588235,0.466666667,1.352941176,1.633333333,1
丹麦,乌拉圭,6,1,20,56,9,24,30,87,0.45,0.428571429,1.5,1.553571429,1
德国,苏格兰,2,1,109,23,67,4,226,25,0.614678899,0.173913043,2.073394495,1.086956522,1
伊拉克,比利时,1,2,3,48,0,20,1,68,0,0.416666667,0.333333333,1.416666667,0
匈牙利,法国,0,3,32,66,15,34,87,120,0.46875,0.515151515,2.71875,1.818181818,0
俄罗斯,加拿大,2,0,45,3,19,0,77,0,0.422222222,0,1.711111111,0,1
阿根廷,保加利亚,2,0,81,26,43,3,137,22,0.530864198,0.115384615,1.691358025,0.846153846,1
韩国,意大利,2,3,29,83,6,45,29,128,0.206896552,0.542168675,1,1.542168675,0
英格兰,波兰,3,0,69,34,29,16,91,46,0.420289855,0.470588235,1.31884058,1.352941176,1
墨西哥,伊拉克,1,0,57,3,16,0,60,1,0.280701754,0,1.052631579,0.333333333,1
巴拉圭,比利时,2,2,27,48,7,20,30,68,0.259259259,0.416666667,1.111111111,1.416666667,-1
葡萄牙,摩洛哥,1,3,30,16,14,2,49,14,0.466666667,0.125,1.633333333,0.875,0
阿尔及利亚,西班牙,0,3,13,63,3,30,13,99,0.230769231,0.476190476,1,1.571428571,0
北爱尔兰,巴西,0,3,13,109,3,73,13,229,0.230769231,0.669724771,1,2.100917431,0
丹麦,德国,2,0,20,109,9,67,30,226,0.45,0.614678899,1.5,2.073394495,1
苏格兰,乌拉圭,0,0,23,56,4,24,25,87,0.173913043,0.428571429,1.086956522,1.553571429,-1
墨西哥,保加利亚,2,0,57,26,16,3,60,22,0.280701754,0.115384615,1.052631579,0.846153846,1
俄罗斯,比利时,3,4,45,48,19,20,77,68,0.422222222,0.416666667,1.711111111,1.416666667,0
阿根廷,乌拉圭,1,0,81,56,43,24,137,87,0.530864198,0.428571429,1.691358025,1.553571429,1
巴西,波兰,4,0,109,34,73,16,229,46,0.669724771,0.470588235,2.100917431,1.352941176,1
意大利,法国,0,2,83,66,45,34,128,120,0.542168675,0.515151515,1.542168675,1.818181818,0
摩洛哥,德国,0,1,16,109,2,67,14,226,0.125,0.614678899,0.875,2.073394495,0
丹麦,西班牙,1,5,20,63,9,30,30,99,0.45,0.476190476,1.5,1.571428571,0
英格兰,巴拉圭,3,0,69,27,29,7,91,30,0.420289855,0.259259259,1.31884058,1.111111111,1
巴西,法国,1,1,109,66,73,34,229,120,0.669724771,0.515151515,2.100917431,1.818181818,-1
墨西哥,德国,0,0,57,109,16,67,60,226,0.280701754,0.614678899,1.052631579,2.073394495,-1
阿根廷,英格兰,2,1,81,69,43,29,137,91,0.530864198,0.420289855,1.691358025,1.31884058,1
西班牙,比利时,1,1,63,48,30,20,99,68,0.476190476,0.416666667,1.571428571,1.416666667,-1
阿根廷,比利时,2,0,81,48,43,20,137,68,0.530864198,0.416666667,1.691358025,1.416666667,1
法国,德国,0,2,66,109,34,67,120,226,0.515151515,0.614678899,1.818181818,2.073394495,0
法国,比利时,4,2,66,48,34,20,120,68,0.515151515,0.416666667,1.818181818,1.416666667,1
阿根廷,德国,3,2,81,109,43,67,137,226,0.530864198,0.614678899,1.691358025,2.073394495,1
阿根廷,喀麦隆,0,1,81,23,43,4,137,18,0.530864198,0.173913043,1.691358025,0.782608696,0
意大利,奥地利,1,0,83,29,45,12,128,43,0.542168675,0.413793103,1.542168675,1.482758621,1
俄罗斯,罗马尼亚,0,2,45,21,19,8,77,30,0.422222222,0.380952381,1.711111111,1.428571429,0
阿拉伯联合酋长国,哥伦比亚,0,2,3,22,0,9,2,32,0,0.409090909,0.666666667,1.454545455,0
巴西,瑞典,2,1,109,51,73,19,229,80,0.669724771,0.37254902,2.100917431,1.568627451,1
德国,南斯拉夫,4,1,109,33,67,14,226,55,0.614678899,0.424242424,2.073394495,1.666666667,1
美国,捷克斯洛伐克,1,5,33,30,8,11,37,44,0.242424242,0.366666667,1.121212121,1.466666667,0
哥斯达黎加,苏格兰,1,0,18,23,5,4,19,25,0.277777778,0.173913043,1.055555556,1.086956522,1
英格兰,爱尔兰,1,1,69,13,29,2,91,10,0.420289855,0.153846154,1.31884058,0.769230769,-1
比利时,朝鲜,2,0,48,12,20,1,68,11,0.416666667,0.083333333,1.416666667,0.916666667,1
荷兰,埃及,1,1,50,7,27,0,86,5,0.54,0,1.72,0.714285714,-1
阿根廷,俄罗斯,2,0,81,45,43,19,137,77,0.530864198,0.422222222,1.691358025,1.711111111,1
乌拉圭,西班牙,0,0,56,63,24,30,87,99,0.428571429,0.476190476,1.553571429,1.571428571,-1
喀麦隆,罗马尼亚,2,1,23,21,4,8,18,30,0.173913043,0.380952381,0.782608696,1.428571429,1
意大利,美国,1,0,83,33,45,8,128,37,0.542168675,0.242424242,1.542168675,1.121212121,1
南斯拉夫,哥伦比亚,1,0,33,22,14,9,55,32,0.424242424,0.409090909,1.666666667,1.454545455,1
奥地利,捷克斯洛伐克,0,1,29,30,12,11,43,44,0.413793103,0.366666667,1.482758621,1.466666667,0
德国,阿拉伯联合酋长国,5,1,109,3,67,0,226,2,0.614678899,0,2.073394495,0.666666667,1
巴西,哥斯达黎加,1,0,109,18,73,5,229,19,0.669724771,0.277777778,2.100917431,1.055555556,1
英格兰,荷兰,0,0,69,50,29,27,91,86,0.420289855,0.54,1.31884058,1.72,-1
瑞典,苏格兰,1,2,51,23,19,4,80,25,0.37254902,0.173913043,1.568627451,1.086956522,0
比利时,乌拉圭,3,1,48,56,20,24,68,87,0.416666667,0.428571429,1.416666667,1.553571429,1
爱尔兰,埃及,0,0,13,7,2,0,10,5,0.153846154,0,0.769230769,0.714285714,-1
韩国,西班牙,1,3,29,63,6,30,29,99,0.206896552,0.476190476,1,1.571428571,0
阿根廷,罗马尼亚,1,1,81,21,43,8,137,30,0.530864198,0.380952381,1.691358025,1.428571429,-1
喀麦隆,俄罗斯,0,4,23,45,4,19,18,77,0.173913043,0.422222222,0.782608696,1.711111111,0
