home_team,away_team,home_times,away_times,home_win,away_win,home_goals,away_goals,home_r_win,away_r_win,home_Ave_goal,away_Ave_goal,result
巴西,波兰,109,34,73,16,229,46,0.669724771,0.470588235,2.100917431,1.352941176,0
德国,荷兰,109,50,67,27,226,86,0.614678899,0.54,2.073394495,1.72,1
阿根廷,匈牙利,81,32,43,15,137,87,0.530864198,0.46875,1.691358025,2.71875,1
法国,意大利,66,83,34,45,120,128,0.515151515,0.542168675,1.818181818,1.542168675,0
墨西哥,突尼斯,57,15,16,2,60,13,0.280701754,0.133333333,1.052631579,0.866666667,0
奥地利,西班牙,29,63,12,30,43,99,0.413793103,0.476190476,1.482758621,1.571428571,1
伊朗,荷兰,15,50,2,27,9,86,0.133333333,0.54,0.6,1.72,0
秘鲁,苏格兰,18,23,5,4,21,25,0.277777778,0.173913043,1.166666667,1.086956522,1
阿根廷,法国,81,66,43,34,137,120,0.530864198,0.515151515,1.691358025,1.818181818,1
德国,墨西哥,109,57,67,16,226,60,0.614678899,0.280701754,2.073394495,1.052631579,1
匈牙利,意大利,32,83,15,45,87,128,0.46875,0.542168675,2.71875,1.542168675,0
波兰,突尼斯,34,15,16,2,46,13,0.470588235,0.133333333,1.352941176,0.866666667,1
奥地利,瑞典,29,51,12,19,43,80,0.413793103,0.37254902,1.482758621,1.568627451,1
阿根廷,意大利,81,83,43,45,137,128,0.530864198,0.542168675,1.691358025,1.542168675,0
法国,匈牙利,66,32,34,15,120,87,0.515151515,0.46875,1.818181818,2.71875,1
墨西哥,波兰,57,34,16,16,60,46,0.280701754,0.470588235,1.052631579,1.352941176,0
奥地利,巴西,29,109,12,73,43,229,0.413793103,0.669724771,1.482758621,2.100917431,0
伊朗,秘鲁,15,18,2,5,9,21,0.133333333,0.277777778,0.6,1.166666667,0
荷兰,苏格兰,50,23,27,4,86,25,0.54,0.173913043,1.72,1.086956522,0
西班牙,瑞典,63,51,30,19,99,80,0.476190476,0.37254902,1.571428571,1.568627451,1
阿根廷,波兰,81,34,43,16,137,46,0.530864198,0.470588235,1.691358025,1.352941176,1
奥地利,荷兰,29,50,12,27,43,86,0.413793103,0.54,1.482758621,1.72,0
巴西,秘鲁,109,18,73,5,229,21,0.669724771,0.277777778,2.100917431,1.166666667,1
奥地利,意大利,29,83,12,45,43,128,0.413793103,0.542168675,1.482758621,1.542168675,0
秘鲁,波兰,18,34,5,16,21,46,0.277777778,0.470588235,1.166666667,1.352941176,0
阿根廷,秘鲁,81,18,43,5,137,21,0.530864198,0.277777778,1.691358025,1.166666667,1
奥地利,德国,29,109,12,67,43,226,0.413793103,0.614678899,1.482758621,2.073394495,1
巴西,波兰,109,34,73,16,229,46,0.669724771,0.470588235,2.100917431,1.352941176,1
意大利,荷兰,83,50,45,27,128,86,0.542168675,0.54,1.542168675,1.72,0
巴西,意大利,109,83,73,45,229,128,0.669724771,0.542168675,2.100917431,1.542168675,1
阿根廷,荷兰,81,50,43,27,137,86,0.530864198,0.54,1.691358025,1.72,1
阿根廷,比利时,81,48,43,20,137,68,0.530864198,0.416666667,1.691358025,1.416666667,0
巴西,俄罗斯,109,45,73,19,229,77,0.669724771,0.422222222,2.100917431,1.711111111,1
匈牙利,萨尔瓦多,32,6,15,0,87,1,0.46875,0,2.71875,0.166666667,1
苏格兰,新西兰,23,6,4,0,25,4,0.173913043,0,1.086956522,0.666666667,1
英格兰,法国,69,66,29,34,91,120,0.420289855,0.515151515,1.31884058,1.818181818,1
德国,阿尔及利亚,109,13,67,3,226,13,0.614678899,0.230769231,2.073394495,1,0
智利,奥地利,33,29,11,12,40,43,0.333333333,0.413793103,1.212121212,1.482758621,0
阿根廷,匈牙利,81,32,43,15,137,87,0.530864198,0.46875,1.691358025,2.71875,1
巴西,苏格兰,109,23,73,4,229,25,0.669724771,0.173913043,2.100917431,1.086956522,1
比利时,萨尔瓦多,48,6,20,0,68,1,0.416666667,0,1.416666667,0.166666667,1
俄罗斯,新西兰,45,6,19,0,77,4,0.422222222,0,1.711111111,0.666666667,1
英格兰,捷克斯洛伐克,69,30,29,11,91,44,0.420289855,0.366666667,1.31884058,1.466666667,1
德国,智利,109,33,67,11,226,40,0.614678899,0.333333333,2.073394495,1.212121212,1
西班牙,南斯拉夫,63,33,30,14,99,55,0.476190476,0.424242424,1.571428571,1.666666667,1
阿尔及利亚,奥地利,13,29,3,12,13,43,0.230769231,0.413793103,1,1.482758621,0
法国,科威特,66,3,34,0,120,2,0.515151515,0,1.818181818,0.666666667,1
波兰,秘鲁,34,18,16,5,46,21,0.470588235,0.277777778,1.352941176,1.166666667,1
阿根廷,萨尔瓦多,81,6,43,0,137,1,0.530864198,0,1.691358025,0.166666667,1
巴西,新西兰,109,6,73,0,229,4,0.669724771,0,2.100917431,0.666666667,1
阿尔及利亚,智利,13,33,3,11,13,40,0.230769231,0.333333333,1,1.212121212,1
洪都拉斯,南斯拉夫,9,33,0,14,3,55,0,0.424242424,0.333333333,1.666666667,0
英格兰,科威特,69,3,29,0,91,2,0.420289855,0,1.31884058,0.666666667,1
德国,奥地利,109,29,67,12,226,43,0.614678899,0.413793103,2.073394495,1.482758621,1
西班牙,北爱尔兰,63,13,30,3,99,13,0.476190476,0.230769231,1.571428571,1,0
奥地利,法国,29,66,12,34,43,120,0.413793103,0.515151515,1.482758621,1.818181818,0
波兰,比利时,34,48,16,20,46,68,0.470588235,0.416666667,1.352941176,1.416666667,1
意大利,阿根廷,83,81,45,43,128,137,0.542168675,0.530864198,1.542168675,1.691358025,1
比利时,俄罗斯,48,45,20,19,68,77,0.416666667,0.422222222,1.416666667,1.711111111,0
阿根廷,巴西,81,109,43,73,137,229,0.530864198,0.669724771,1.691358025,2.100917431,0
西班牙,德国,63,109,30,67,99,226,0.476190476,0.614678899,1.571428571,2.073394495,0
法国,北爱尔兰,66,13,34,3,120,13,0.515151515,0.230769231,1.818181818,1,1
意大利,巴西,83,109,45,73,128,229,0.542168675,0.669724771,1.542168675,2.100917431,1
波兰,意大利,34,83,16,45,46,128,0.470588235,0.542168675,1.352941176,1.542168675,0
波兰,法国,34,66,16,34,46,120,0.470588235,0.515151515,1.352941176,1.818181818,1
意大利,德国,83,109,45,67,128,226,0.542168675,0.614678899,1.542168675,2.073394495,1
加拿大,法国,3,66,0,34,0,120,0,0.515151515,0,1.818181818,0
西班牙,巴西,63,109,30,73,99,229,0.476190476,0.669724771,1.571428571,2.100917431,0
阿根廷,朝鲜,81,12,43,1,137,11,0.530864198,0.083333333,1.691358025,0.916666667,1
俄罗斯,匈牙利,45,32,19,15,77,87,0.422222222,0.46875,1.711111111,2.71875,1
墨西哥,比利时,57,48,16,20,60,68,0.280701754,0.416666667,1.052631579,1.416666667,1
葡萄牙,英格兰,30,69,14,29,49,91,0.466666667,0.420289855,1.633333333,1.31884058,1
巴拉圭,伊拉克,27,3,7,0,30,1,0.259259259,0,1.111111111,0.333333333,1
苏格兰,丹麦,23,20,4,9,25,30,0.173913043,0.45,1.086956522,1.5,0
巴西,阿尔及利亚,109,13,73,3,229,13,0.669724771,0.230769231,2.100917431,1,1
匈牙利,加拿大,32,3,15,0,87,0,0.46875,0,2.71875,0,1
北爱尔兰,西班牙,13,63,3,30,13,99,0.230769231,0.476190476,1,1.571428571,0
波兰,葡萄牙,34,30,16,14,46,49,0.470588235,0.466666667,1.352941176,1.633333333,1
丹麦,乌拉圭,20,56,9,24,30,87,0.45,0.428571429,1.5,1.553571429,1
德国,苏格兰,109,23,67,4,226,25,0.614678899,0.173913043,2.073394495,1.086956522,1
伊拉克,比利时,3,48,0,20,1,68,0,0.416666667,0.333333333,1.416666667,0
匈牙利,法国,32,66,15,34,87,120,0.46875,0.515151515,2.71875,1.818181818,0
俄罗斯,加拿大,45,3,19,0,77,0,0.422222222,0,1.711111111,0,1
阿根廷,保加利亚,81,26,43,3,137,22,0.530864198,0.115384615,1.691358025,0.846153846,1
韩国,意大利,29,83,6,45,29,128,0.206896552,0.542168675,1,1.542168675,0
英格兰,波兰,69,34,29,16,91,46,0.420289855,0.470588235,1.31884058,1.352941176,1
墨西哥,伊拉克,57,3,16,0,60,1,0.280701754,0,1.052631579,0.333333333,1
葡萄牙,摩洛哥,30,16,14,2,49,14,0.466666667,0.125,1.633333333,0.875,0
阿尔及利亚,西班牙,13,63,3,30,13,99,0.230769231,0.476190476,1,1.571428571,0
北爱尔兰,巴西,13,109,3,73,13,229,0.230769231,0.669724771,1,2.100917431,0
丹麦,德国,20,109,9,67,30,226,0.45,0.614678899,1.5,2.073394495,1
墨西哥,保加利亚,57,26,16,3,60,22,0.280701754,0.115384615,1.052631579,0.846153846,1
俄罗斯,比利时,45,48,19,20,77,68,0.422222222,0.416666667,1.711111111,1.416666667,0
阿根廷,乌拉圭,81,56,43,24,137,87,0.530864198,0.428571429,1.691358025,1.553571429,1
巴西,波兰,109,34,73,16,229,46,0.669724771,0.470588235,2.100917431,1.352941176,1
意大利,法国,83,66,45,34,128,120,0.542168675,0.515151515,1.542168675,1.818181818,0
摩洛哥,德国,16,109,2,67,14,226,0.125,0.614678899,0.875,2.073394495,0
丹麦,西班牙,20,63,9,30,30,99,0.45,0.476190476,1.5,1.571428571,0
英格兰,巴拉圭,69,27,29,7,91,30,0.420289855,0.259259259,1.31884058,1.111111111,1
阿根廷,英格兰,81,69,43,29,137,91,0.530864198,0.420289855,1.691358025,1.31884058,1
阿根廷,比利时,81,48,43,20,137,68,0.530864198,0.416666667,1.691358025,1.416666667,1
法国,德国,66,109,34,67,120,226,0.515151515,0.614678899,1.818181818,2.073394495,0
法国,比利时,66,48,34,20,120,68,0.515151515,0.416666667,1.818181818,1.416666667,1
阿根廷,德国,81,109,43,67,137,226,0.530864198,0.614678899,1.691358025,2.073394495,1
阿根廷,喀麦隆,81,23,43,4,137,18,0.530864198,0.173913043,1.691358025,0.782608696,0
意大利,奥地利,83,29,45,12,128,43,0.542168675,0.413793103,1.542168675,1.482758621,1
俄罗斯,罗马尼亚,45,21,19,8,77,30,0.422222222,0.380952381,1.711111111,1.428571429,0
阿拉伯联合酋长国,哥伦比亚,3,22,0,9,2,32,0,0.409090909,0.666666667,1.454545455,0
巴西,瑞典,109,51,73,19,229,80,0.669724771,0.37254902,2.100917431,1.568627451,1
德国,南斯拉夫,109,33,67,14,226,55,0.614678899,0.424242424,2.073394495,1.666666667,1
美国,捷克斯洛伐克,33,30,8,11,37,44,0.242424242,0.366666667,1.121212121,1.466666667,0
哥斯达黎加,苏格兰,18,23,5,4,19,25,0.277777778,0.173913043,1.055555556,1.086956522,1
比利时,朝鲜,48,12,20,1,68,11,0.416666667,0.083333333,1.416666667,0.916666667,1
阿根廷,俄罗斯,81,45,43,19,137,77,0.530864198,0.422222222,1.691358025,1.711111111,1
喀麦隆,罗马尼亚,23,21,4,8,18,30,0.173913043,0.380952381,0.782608696,1.428571429,1
意大利,美国,83,33,45,8,128,37,0.542168675,0.242424242,1.542168675,1.121212121,1
南斯拉夫,哥伦比亚,33,22,14,9,55,32,0.424242424,0.409090909,1.666666667,1.454545455,1
奥地利,捷克斯洛伐克,29,30,12,11,43,44,0.413793103,0.366666667,1.482758621,1.466666667,0
德国,阿拉伯联合酋长国,109,3,67,0,226,2,0.614678899,0,2.073394495,0.666666667,1
巴西,哥斯达黎加,109,18,73,5,229,19,0.669724771,0.277777778,2.100917431,1.055555556,1
瑞典,苏格兰,51,23,19,4,80,25,0.37254902,0.173913043,1.568627451,1.086956522,0
比利时,乌拉圭,48,56,20,24,68,87,0.416666667,0.428571429,1.416666667,1.553571429,1
韩国,西班牙,29,63,6,30,29,99,0.206896552,0.476190476,1,1.571428571,0
喀麦隆,俄罗斯,23,45,4,19,18,77,0.173913043,0.422222222,0.782608696,1.711111111,0
奥地利,美国,29,33,12,8,43,37,0.413793103,0.242424242,1.482758621,1.121212121,1
意大利,捷克斯洛伐克,83,30,45,11,128,44,0.542168675,0.366666667,1.542168675,1.466666667,1
南斯拉夫,阿拉伯联合酋长国,33,3,14,0,55,2,0.424242424,0,1.666666667,0.666666667,1
巴西,苏格兰,109,23,73,4,229,25,0.669724771,0.173913043,2.100917431,1.086956522,1
瑞典,哥斯达黎加,51,18,19,5,80,19,0.37254902,0.277777778,1.568627451,1.055555556,0
比利时,西班牙,48,63,20,30,68,99,0.416666667,0.476190476,1.416666667,1.571428571,0
英格兰,埃及,69,7,29,0,91,5,0.420289855,0,1.31884058,0.714285714,1
韩国,乌拉圭,29,56,6,24,29,87,0.206896552,0.428571429,1,1.553571429,0
喀麦隆,哥伦比亚,23,22,4,9,18,32,0.173913043,0.409090909,0.782608696,1.454545455,1
捷克斯洛伐克,哥斯达黎加,30,18,11,5,44,19,0.366666667,0.277777778,1.466666667,1.055555556,1
巴西,阿根廷,109,81,73,43,229,137,0.669724771,0.530864198,2.100917431,1.691358025,0
德国,荷兰,109,50,67,27,226,86,0.614678899,0.54,2.073394495,1.72,1
意大利,乌拉圭,83,56,45,24,128,87,0.542168675,0.428571429,1.542168675,1.553571429,1
英格兰,比利时,69,48,29,20,91,68,0.420289855,0.416666667,1.31884058,1.416666667,1
西班牙,南斯拉夫,63,33,30,14,99,55,0.476190476,0.424242424,1.571428571,1.666666667,0
意大利,爱尔兰,83,13,45,2,128,10,0.542168675,0.153846154,1.542168675,0.769230769,1
喀麦隆,英格兰,23,69,4,29,18,91,0.173913043,0.420289855,0.782608696,1.31884058,0
德国,捷克斯洛伐克,109,30,67,11,226,44,0.614678899,0.366666667,2.073394495,1.466666667,1
意大利,英格兰,83,69,45,29,128,91,0.542168675,0.420289855,1.542168675,1.31884058,1
德国,阿根廷,109,81,67,43,226,137,0.614678899,0.530864198,2.073394495,1.691358025,1
德国,玻利维亚,109,6,67,0,226,1,0.614678899,0,2.073394495,0.166666667,1
哥伦比亚,罗马尼亚,22,21,9,8,32,30,0.409090909,0.380952381,1.454545455,1.428571429,0
意大利,爱尔兰,83,13,45,2,128,10,0.542168675,0.153846154,1.542168675,0.769230769,0
比利时,摩洛哥,48,16,20,2,68,14,0.416666667,0.125,1.416666667,0.875,1
挪威,墨西哥,8,57,2,16,7,60,0.25,0.280701754,0.875,1.052631579,1
巴西,俄罗斯,109,45,73,19,229,77,0.669724771,0.422222222,2.100917431,1.711111111,1
荷兰,沙特阿拉伯,50,16,27,3,86,11,0.54,0.1875,1.72,0.6875,1
阿根廷,希腊,81,10,43,2,137,5,0.530864198,0.2,1.691358025,0.5,1
尼日利亚,保加利亚,21,26,6,3,23,22,0.285714286,0.115384615,1.095238095,0.846153846,1
罗马尼亚,瑞士,21,37,8,12,30,50,0.380952381,0.324324324,1.428571429,1.351351351,0
美国,哥伦比亚,33,22,8,9,37,32,0.242424242,0.409090909,1.121212121,1.454545455,1
意大利,挪威,83,8,45,2,128,7,0.542168675,0.25,1.542168675,0.875,1
巴西,喀麦隆,109,23,73,4,229,18,0.669724771,0.173913043,2.100917431,0.782608696,1
墨西哥,爱尔兰,57,13,16,2,60,10,0.280701754,0.153846154,1.052631579,0.769230769,1
瑞典,俄罗斯,51,45,19,19,80,77,0.37254902,0.422222222,1.568627451,1.711111111,1
阿根廷,尼日利亚,81,21,43,6,137,23,0.530864198,0.285714286,1.691358025,1.095238095,1
比利时,荷兰,48,50,20,27,68,86,0.416666667,0.54,1.416666667,1.72,1
沙特阿拉伯,摩洛哥,16,16,3,2,11,14,0.1875,0.125,0.6875,0.875,1
保加利亚,希腊,26,10,3,2,22,5,0.115384615,0.2,0.846153846,0.5,1
瑞士,哥伦比亚,37,22,12,9,50,32,0.324324324,0.409090909,1.351351351,1.454545455,0
美国,罗马尼亚,33,21,8,8,37,30,0.242424242,0.380952381,1.121212121,1.428571429,0
玻利维亚,西班牙,6,63,0,30,1,99,0,0.476190476,0.166666667,1.571428571,0
德国,朝鲜,109,12,67,1,226,11,0.614678899,0.083333333,2.073394495,0.916666667,1
俄罗斯,喀麦隆,45,23,19,4,77,18,0.422222222,0.173913043,1.711111111,0.782608696,1
比利时,沙特阿拉伯,48,16,20,3,68,11,0.416666667,0.1875,1.416666667,0.6875,0
摩洛哥,荷兰,16,50,2,27,14,86,0.125,0.54,0.875,1.72,0
阿根廷,保加利亚,81,26,43,3,137,22,0.530864198,0.115384615,1.691358025,0.846153846,0
希腊,尼日利亚,10,21,2,6,5,23,0.2,0.285714286,0.5,1.095238095,0
德国,比利时,109,48,67,20,226,68,0.614678899,0.416666667,2.073394495,1.416666667,1
西班牙,瑞士,63,37,30,12,99,50,0.476190476,0.324324324,1.571428571,1.351351351,1
罗马尼亚,阿根廷,21,81,8,43,30,137,0.380952381,0.530864198,1.428571429,1.691358025,1
沙特阿拉伯,瑞典,16,51,3,19,11,80,0.1875,0.37254902,0.6875,1.568627451,0
荷兰,爱尔兰,50,13,27,2,86,10,0.54,0.153846154,1.72,0.769230769,1
美国,巴西,33,109,8,73,37,229,0.242424242,0.669724771,1.121212121,2.100917431,0
尼日利亚,意大利,21,83,6,45,23,128,0.285714286,0.542168675,1.095238095,1.542168675,0
意大利,西班牙,83,63,45,30,128,99,0.542168675,0.476190476,1.542168675,1.571428571,1
荷兰,巴西,50,109,27,73,86,229,0.54,0.669724771,1.72,2.100917431,0
保加利亚,德国,26,109,3,67,22,226,0.115384615,0.614678899,0.846153846,2.073394495,1
保加利亚,意大利,26,83,3,45,22,128,0.115384615,0.542168675,0.846153846,1.542168675,0
瑞典,巴西,51,109,19,73,80,229,0.37254902,0.669724771,1.568627451,2.100917431,0
瑞典,保加利亚,51,26,19,3,80,22,0.37254902,0.115384615,1.568627451,0.846153846,1
巴西,苏格兰,109,23,73,4,229,25,0.669724771,0.173913043,2.100917431,1.086956522,1
法国,南非,66,9,34,2,120,11,0.515151515,0.222222222,1.818181818,1.222222222,1
沙特阿拉伯,丹麦,16,20,3,9,11,30,0.1875,0.45,0.6875,1.5,0
韩国,墨西哥,29,57,6,16,29,60,0.206896552,0.280701754,1,1.052631579,0
西班牙,尼日利亚,63,21,30,6,99,23,0.476190476,0.285714286,1.571428571,1.095238095,0
阿根廷,日本,81,21,43,5,137,20,0.530864198,0.238095238,1.691358025,0.952380952,1
牙买加,克罗地亚,3,23,1,11,3,35,0.333333333,0.47826087,1,1.52173913,0
塞尔维亚,伊朗,13,15,4,2,11,9,0.307692308,0.133333333,0.846153846,0.6,1
英格兰,突尼斯,69,15,29,2,91,13,0.420289855,0.133333333,1.31884058,0.866666667,1
德国,美国,109,33,67,8,226,37,0.614678899,0.242424242,2.073394495,1.121212121,1
罗马尼亚,哥伦比亚,21,22,8,9,30,32,0.380952381,0.409090909,1.428571429,1.454545455,1
巴西,摩洛哥,109,16,73,2,229,14,0.669724771,0.125,2.100917431,0.875,1
意大利,喀麦隆,83,23,45,4,128,18,0.542168675,0.173913043,1.542168675,0.782608696,1
法国,沙特阿拉伯,66,16,34,3,120,11,0.515151515,0.1875,1.818181818,0.6875,1
尼日利亚,保加利亚,21,26,6,3,23,22,0.285714286,0.115384615,1.095238095,0.846153846,1
日本,克罗地亚,21,23,5,11,20,35,0.238095238,0.47826087,0.952380952,1.52173913,0
荷兰,韩国,50,29,27,6,86,29,0.54,0.206896552,1.72,1,1
阿根廷,牙买加,81,3,43,1,137,3,0.530864198,0.333333333,1.691358025,1,1
美国,伊朗,33,15,8,2,37,9,0.242424242,0.133333333,1.121212121,0.6,0
哥伦比亚,突尼斯,22,15,9,2,32,13,0.409090909,0.133333333,1.454545455,0.866666667,1
罗马尼亚,英格兰,21,69,8,29,30,91,0.380952381,0.420289855,1.428571429,1.31884058,1
巴西,挪威,109,8,73,2,229,7,0.669724771,0.25,2.100917431,0.875,0
意大利,奥地利,83,29,45,12,128,43,0.542168675,0.413793103,1.542168675,1.482758621,1
苏格兰,摩洛哥,23,16,4,2,25,14,0.173913043,0.125,1.086956522,0.875,0
法国,丹麦,66,20,34,9,120,30,0.515151515,0.45,1.818181818,1.5,1
尼日利亚,巴拉圭,21,27,6,7,23,30,0.285714286,0.259259259,1.095238095,1.111111111,0
西班牙,保加利亚,63,26,30,3,99,22,0.476190476,0.115384615,1.571428571,0.846153846,1
德国,伊朗,109,15,67,2,226,9,0.614678899,0.133333333,2.073394495,0.6,1
美国,塞尔维亚,33,13,8,4,37,11,0.242424242,0.307692308,1.121212121,0.846153846,0
阿根廷,克罗地亚,81,23,43,11,137,35,0.530864198,0.47826087,1.691358025,1.52173913,1
哥伦比亚,英格兰,22,69,9,29,32,91,0.409090909,0.420289855,1.454545455,1.31884058,0
日本,牙买加,21,3,5,1,20,3,0.238095238,0.333333333,0.952380952,1,0
巴西,智利,109,33,73,11,229,40,0.669724771,0.333333333,2.100917431,1.212121212,1
意大利,挪威,83,8,45,2,128,7,0.542168675,0.25,1.542168675,0.875,1
法国,巴拉圭,66,27,34,7,120,30,0.515151515,0.259259259,1.818181818,1.111111111,1
尼日利亚,丹麦,21,20,6,9,23,30,0.285714286,0.45,1.095238095,1.5,0
德国,墨西哥,109,57,67,16,226,60,0.614678899,0.280701754,2.073394495,1.052631579,1
荷兰,塞尔维亚,50,13,27,4,86,11,0.54,0.307692308,1.72,0.846153846,1
罗马尼亚,克罗地亚,21,23,8,11,30,35,0.380952381,0.47826087,1.428571429,1.52173913,0
巴西,丹麦,109,20,73,9,229,30,0.669724771,0.45,2.100917431,1.5,1
德国,克罗地亚,109,23,67,11,226,35,0.614678899,0.47826087,2.073394495,1.52173913,0
荷兰,阿根廷,50,81,27,43,86,137,0.54,0.530864198,1.72,1.691358025,1
法国,克罗地亚,66,23,34,11,120,35,0.515151515,0.47826087,1.818181818,1.52173913,1
荷兰,克罗地亚,50,23,27,11,86,35,0.54,0.47826087,1.72,1.52173913,0
法国,巴西,66,109,34,73,120,229,0.515151515,0.669724771,1.818181818,2.100917431,1
法国,塞内加尔,66,8,34,3,120,11,0.515151515,0.375,1.818181818,1.375,0
德国,沙特阿拉伯,109,16,67,3,226,11,0.614678899,0.1875,2.073394495,0.6875,1
乌拉圭,丹麦,56,20,24,9,87,30,0.428571429,0.45,1.553571429,1.5,0
阿根廷,尼日利亚,81,21,43,6,137,23,0.530864198,0.285714286,1.691358025,1.095238095,1
