home_team,away_team,home_r_win,away_r_win,home_Ave_goal,away_Ave_goal,result
Italy,USA,0.5421686746987951,0.24242424242424246,1.5421686746987953,1.1212121212121209,-1
Portugal,Iran,0.4666666666666667,0.13333333333333333,1.6333333333333333,0.6,1
Brazil,Australia,0.6697247706422018,0.125,2.1009174311926606,0.8125,1
France,Korea Republic,0.5151515151515151,0.17647058823529413,1.818181818181818,1.0,-1
Japan,Croatia,0.2380952380952381,0.4782608695652174,0.9523809523809524,1.5217391304347827,-1
Saudi Arabia,Ukraine,0.1875,0.4,0.6875,1.0,0
Spain,Tunisia,0.4761904761904762,0.13333333333333333,1.5714285714285714,0.8666666666666667,1
Togo,Switzerland,0.0,0.32432432432432434,0.3333333333333333,1.351351351351351,0
Costa Rica,Poland,0.2777777777777778,0.4705882352941176,1.0555555555555556,1.3529411764705883,0
Germany,Ecuador,0.6146788990825688,0.4,2.073394495412844,1.0,1
Paraguay,Trinidad and Tobago,0.25925925925925924,0.0,1.1111111111111112,0.0,1
Sweden,England,0.3725490196078432,0.42028985507246375,1.568627450980392,1.318840579710145,-1
Iran,Angola,0.13333333333333333,0.0,0.6,0.3333333333333333,-1
Ivory Coast,Serbia,0.3333333333333333,0.3076923076923077,1.4444444444444444,0.8461538461538461,1
Netherlands,Argentina,0.54,0.5308641975308642,1.72,1.6913580246913582,-1
Portugal,Mexico,0.4666666666666667,0.2807017543859649,1.6333333333333333,1.0526315789473684,1
Croatia,Australia,0.4782608695652174,0.125,1.5217391304347827,0.8125,-1
Czech Republic,Italy,0.3333333333333333,0.5421686746987951,1.0,1.5421686746987953,0
Ghana,USA,0.3333333333333333,0.24242424242424246,1.0833333333333333,1.1212121212121209,1
Japan,Brazil,0.2380952380952381,0.6697247706422018,0.9523809523809524,2.1009174311926606,0
Saudi Arabia,Spain,0.1875,0.4761904761904762,0.6875,1.5714285714285714,0
Switzerland,Korea Republic,0.32432432432432434,0.17647058823529413,1.351351351351351,1.0,1
Togo,France,0.0,0.5151515151515151,0.3333333333333333,1.818181818181818,0
Ukraine,Tunisia,0.4,0.13333333333333333,1.0,0.8666666666666667,1
Argentina,Mexico,0.5308641975308642,0.2807017543859649,1.6913580246913582,1.0526315789473684,1
Germany,Sweden,0.6146788990825688,0.3725490196078432,2.073394495412844,1.568627450980392,1
England,Ecuador,0.42028985507246375,0.4,1.318840579710145,1.0,1
Portugal,Netherlands,0.4666666666666667,0.54,1.6333333333333333,1.72,1
Italy,Australia,0.5421686746987951,0.125,1.5421686746987953,0.8125,1
Switzerland,Ukraine,0.32432432432432434,0.4,1.351351351351351,1.0,-1
Brazil,Ghana,0.6697247706422018,0.3333333333333333,2.1009174311926606,1.0833333333333333,1
Spain,France,0.4761904761904762,0.5151515151515151,1.5714285714285714,1.818181818181818,0
Germany,Argentina,0.6146788990825688,0.5308641975308642,2.073394495412844,1.6913580246913582,-1
Italy,Ukraine,0.5421686746987951,0.4,1.5421686746987953,1.0,1
Brazil,France,0.6697247706422018,0.5151515151515151,2.1009174311926606,1.818181818181818,0
England,Portugal,0.42028985507246375,0.4666666666666667,1.318840579710145,1.6333333333333333,-1
Germany,Italy,0.6146788990825688,0.5421686746987951,2.073394495412844,1.5421686746987953,0
Portugal,France,0.4666666666666667,0.5151515151515151,1.6333333333333333,1.818181818181818,0
Germany,Portugal,0.6146788990825688,0.4666666666666667,2.073394495412844,1.6333333333333333,1
Italy,France,0.5421686746987951,0.5151515151515151,1.5421686746987953,1.818181818181818,-1
South Africa,Mexico,0.2222222222222222,0.2807017543859649,1.2222222222222223,1.0526315789473684,-1
Uruguay,France,0.42857142857142855,0.5151515151515151,1.5535714285714286,1.818181818181818,-1
Argentina,Nigeria,0.5308641975308642,0.2857142857142857,1.6913580246913582,1.0952380952380951,1
England,USA,0.42028985507246375,0.24242424242424246,1.318840579710145,1.1212121212121209,-1
Korea Republic,Greece,0.17647058823529413,0.2,1.0,0.5,1
Algeria,Slovenia,0.2307692307692308,0.16666666666666666,1.0,0.8333333333333334,0
Germany,Australia,0.6146788990825688,0.125,2.073394495412844,0.8125,1
Serbia,Ghana,0.3076923076923077,0.3333333333333333,0.8461538461538461,1.0833333333333333,0
Italy,Paraguay,0.5421686746987951,0.25925925925925924,1.5421686746987953,1.1111111111111112,-1
Japan,Cameroon,0.2380952380952381,0.17391304347826084,0.9523809523809524,0.7826086956521741,1
Netherlands,Denmark,0.54,0.45,1.72,1.5,1
Brazil,Korea DPR,0.6697247706422018,0.14285714285714285,2.1009174311926606,0.8571428571428571,1
Ivory Coast,Portugal,0.3333333333333333,0.4666666666666667,1.4444444444444444,1.6333333333333333,-1
New Zealand,Slovakia,0.0,0.25,0.6666666666666666,1.25,-1
Honduras,Chile,0.0,0.3333333333333333,0.3333333333333333,1.2121212121212122,0
South Africa,Uruguay,0.2222222222222222,0.42857142857142855,1.2222222222222223,1.5535714285714286,0
Spain,Switzerland,0.4761904761904762,0.32432432432432434,1.5714285714285714,1.351351351351351,0
Argentina,Korea Republic,0.5308641975308642,0.17647058823529413,1.6913580246913582,1.0,1
France,Mexico,0.5151515151515151,0.2807017543859649,1.818181818181818,1.0526315789473684,0
Greece,Nigeria,0.2,0.2857142857142857,0.5,1.0952380952380951,1
England,Algeria,0.42028985507246375,0.2307692307692308,1.318840579710145,1.0,-1
Germany,Serbia,0.6146788990825688,0.3076923076923077,2.073394495412844,0.8461538461538461,0
Slovenia,USA,0.16666666666666666,0.24242424242424246,0.8333333333333334,1.1212121212121209,-1
Cameroon,Denmark,0.17391304347826084,0.45,0.7826086956521741,1.5,0
Ghana,Australia,0.3333333333333333,0.125,1.0833333333333333,0.8125,-1
Netherlands,Japan,0.54,0.2380952380952381,1.72,0.9523809523809524,1
Brazil,Ivory Coast,0.6697247706422018,0.3333333333333333,2.1009174311926606,1.4444444444444444,1
Italy,New Zealand,0.5421686746987951,0.0,1.5421686746987953,0.6666666666666666,-1
Slovakia,Paraguay,0.25,0.25925925925925924,1.25,1.1111111111111112,0
Chile,Switzerland,0.3333333333333333,0.32432432432432434,1.2121212121212122,1.351351351351351,1
Portugal,Korea DPR,0.4666666666666667,0.14285714285714285,1.6333333333333333,0.8571428571428571,1
Spain,Honduras,0.4761904761904762,0.0,1.5714285714285714,0.3333333333333333,1
Greece,Argentina,0.2,0.5308641975308642,0.5,1.6913580246913582,0
Mexico,Uruguay,0.2807017543859649,0.42857142857142855,1.0526315789473684,1.5535714285714286,0
Nigeria,Korea Republic,0.2857142857142857,0.17647058823529413,1.0952380952380951,1.0,-1
South Africa,France,0.2222222222222222,0.5151515151515151,1.2222222222222223,1.818181818181818,1
Australia,Serbia,0.125,0.3076923076923077,0.8125,0.8461538461538461,1
Ghana,Germany,0.3333333333333333,0.6146788990825688,1.0833333333333333,2.073394495412844,0
Slovenia,England,0.16666666666666666,0.42028985507246375,0.8333333333333334,1.318840579710145,0
USA,Algeria,0.24242424242424246,0.2307692307692308,1.1212121212121209,1.0,1
Cameroon,Netherlands,0.17391304347826084,0.54,0.7826086956521741,1.72,0
Denmark,Japan,0.45,0.2380952380952381,1.5,0.9523809523809524,0
Paraguay,New Zealand,0.25925925925925924,0.0,1.1111111111111112,0.6666666666666666,-1
Slovakia,Italy,0.25,0.5421686746987951,1.25,1.5421686746987953,1
Chile,Spain,0.3333333333333333,0.4761904761904762,1.2121212121212122,1.5714285714285714,0
Korea DPR,Ivory Coast,0.14285714285714285,0.3333333333333333,0.8571428571428571,1.4444444444444444,0
Portugal,Brazil,0.4666666666666667,0.6697247706422018,1.6333333333333333,2.1009174311926606,-1
Switzerland,Honduras,0.32432432432432434,0.0,1.351351351351351,0.3333333333333333,-1
Uruguay,Korea Republic,0.42857142857142855,0.17647058823529413,1.5535714285714286,1.0,1
USA,Ghana,0.24242424242424246,0.3333333333333333,1.1212121212121209,1.0833333333333333,0
Argentina,Mexico,0.5308641975308642,0.2807017543859649,1.6913580246913582,1.0526315789473684,1
Germany,England,0.6146788990825688,0.42028985507246375,2.073394495412844,1.318840579710145,1
Brazil,Chile,0.6697247706422018,0.3333333333333333,2.1009174311926606,1.2121212121212122,1
Netherlands,Slovakia,0.54,0.25,1.72,1.25,1
Paraguay,Japan,0.25925925925925924,0.2380952380952381,1.1111111111111112,0.9523809523809524,-1
Spain,Portugal,0.4761904761904762,0.4666666666666667,1.5714285714285714,1.6333333333333333,1
Netherlands,Brazil,0.54,0.6697247706422018,1.72,2.1009174311926606,1
Uruguay,Ghana,0.42857142857142855,0.3333333333333333,1.5535714285714286,1.0833333333333333,-1
Argentina,Germany,0.5308641975308642,0.6146788990825688,1.6913580246913582,2.073394495412844,0
Paraguay,Spain,0.25925925925925924,0.4761904761904762,1.1111111111111112,1.5714285714285714,0
Uruguay,Netherlands,0.42857142857142855,0.54,1.5535714285714286,1.72,0
Germany,Spain,0.6146788990825688,0.4761904761904762,2.073394495412844,1.5714285714285714,0
Uruguay,Germany,0.42857142857142855,0.6146788990825688,1.5535714285714286,2.073394495412844,0
Netherlands,Spain,0.54,0.4761904761904762,1.72,1.5714285714285714,0
Brazil,Croatia,0.6697247706422018,0.4782608695652174,2.1009174311926606,1.5217391304347827,1
Chile,Australia,0.3333333333333333,0.125,1.2121212121212122,0.8125,1
Mexico,Cameroon,0.2807017543859649,0.17391304347826084,1.0526315789473684,0.7826086956521741,1
Spain,Netherlands,0.4761904761904762,0.54,1.5714285714285714,1.72,0
Colombia,Greece,0.4090909090909091,0.2,1.4545454545454546,0.5,1
England,Italy,0.42028985507246375,0.5421686746987951,1.318840579710145,1.5421686746987953,0
Ivory Coast,Japan,0.3333333333333333,0.2380952380952381,1.4444444444444444,0.9523809523809524,1
Uruguay,Costa Rica,0.42857142857142855,0.2777777777777778,1.5535714285714286,1.0555555555555556,0
Argentina,Bosnia-Herzegovina,0.5308641975308642,0.3333333333333333,1.6913580246913582,1.3333333333333333,1
France,Honduras,0.5151515151515151,0.0,1.818181818181818,0.3333333333333333,1
Switzerland,Ecuador,0.32432432432432434,0.4,1.351351351351351,1.0,1
Germany,Portugal,0.6146788990825688,0.4666666666666667,2.073394495412844,1.6333333333333333,1
Ghana,USA,0.3333333333333333,0.24242424242424246,1.0833333333333333,1.1212121212121209,0
Iran,Nigeria,0.13333333333333333,0.2857142857142857,0.6,1.0952380952380951,-1
Belgium,Algeria,0.4166666666666667,0.2307692307692308,1.4166666666666667,1.0,1
Brazil,Mexico,0.6697247706422018,0.2807017543859649,2.1009174311926606,1.0526315789473684,-1
Russia,Korea Republic,0.4222222222222222,0.17647058823529413,1.7111111111111108,1.0,-1
Australia,Netherlands,0.125,0.54,0.8125,1.72,0
Cameroon,Croatia,0.17391304347826084,0.4782608695652174,0.7826086956521741,1.5217391304347827,0
Spain,Chile,0.4761904761904762,0.3333333333333333,1.5714285714285714,1.2121212121212122,0
Colombia,Ivory Coast,0.4090909090909091,0.3333333333333333,1.4545454545454546,1.4444444444444444,1
Japan,Greece,0.2380952380952381,0.2,0.9523809523809524,0.5,-1
Uruguay,England,0.42857142857142855,0.42028985507246375,1.5535714285714286,1.318840579710145,1
Honduras,Ecuador,0.0,0.4,0.3333333333333333,1.0,0
Italy,Costa Rica,0.5421686746987951,0.2777777777777778,1.5421686746987953,1.0555555555555556,0
Switzerland,France,0.32432432432432434,0.5151515151515151,1.351351351351351,1.818181818181818,0
Argentina,Iran,0.5308641975308642,0.13333333333333333,1.6913580246913582,0.6,1
Germany,Ghana,0.6146788990825688,0.3333333333333333,2.073394495412844,1.0833333333333333,-1
Nigeria,Bosnia-Herzegovina,0.2857142857142857,0.3333333333333333,1.0952380952380951,1.3333333333333333,1
Belgium,Russia,0.4166666666666667,0.4222222222222222,1.4166666666666667,1.7111111111111108,1
Korea Republic,Algeria,0.17647058823529413,0.2307692307692308,1.0,1.0,0
USA,Portugal,0.24242424242424246,0.4666666666666667,1.1212121212121209,1.6333333333333333,-1
Australia,Spain,0.125,0.4761904761904762,0.8125,1.5714285714285714,0
Brazil,Cameroon,0.6697247706422018,0.17391304347826084,2.1009174311926606,0.7826086956521741,1
Croatia,Mexico,0.4782608695652174,0.2807017543859649,1.5217391304347827,1.0526315789473684,0
Netherlands,Chile,0.54,0.3333333333333333,1.72,1.2121212121212122,1
Costa Rica,England,0.2777777777777778,0.42028985507246375,1.0555555555555556,1.318840579710145,-1
Greece,Ivory Coast,0.2,0.3333333333333333,0.5,1.4444444444444444,1
Italy,Uruguay,0.5421686746987951,0.42857142857142855,1.5421686746987953,1.5535714285714286,0
Japan,Colombia,0.2380952380952381,0.4090909090909091,0.9523809523809524,1.4545454545454546,0
Bosnia-Herzegovina,Iran,0.3333333333333333,0.13333333333333333,1.3333333333333333,0.6,1
Ecuador,France,0.4,0.5151515151515151,1.0,1.818181818181818,-1
Honduras,Switzerland,0.0,0.32432432432432434,0.3333333333333333,1.351351351351351,0
Nigeria,Argentina,0.2857142857142857,0.5308641975308642,1.0952380952380951,1.6913580246913582,0
Algeria,Russia,0.2307692307692308,0.4222222222222222,1.0,1.7111111111111108,-1
Korea Republic,Belgium,0.17647058823529413,0.4166666666666667,1.0,1.4166666666666667,0
Portugal,Ghana,0.4666666666666667,0.3333333333333333,1.6333333333333333,1.0833333333333333,1
USA,Germany,0.24242424242424246,0.6146788990825688,1.1212121212121209,2.073394495412844,0
Brazil,Chile,0.6697247706422018,0.3333333333333333,2.1009174311926606,1.2121212121212122,-1
Colombia,Uruguay,0.4090909090909091,0.42857142857142855,1.4545454545454546,1.5535714285714286,1
Costa Rica,Greece,0.2777777777777778,0.2,1.0555555555555556,0.5,-1
Netherlands,Mexico,0.54,0.2807017543859649,1.72,1.0526315789473684,1
France,Nigeria,0.5151515151515151,0.2857142857142857,1.818181818181818,1.0952380952380951,1
Germany,Algeria,0.6146788990825688,0.2307692307692308,2.073394495412844,1.0,1
Argentina,Switzerland,0.5308641975308642,0.32432432432432434,1.6913580246913582,1.351351351351351,1
Belgium,USA,0.4166666666666667,0.24242424242424246,1.4166666666666667,1.1212121212121209,1
Brazil,Colombia,0.6697247706422018,0.4090909090909091,2.1009174311926606,1.4545454545454546,1
France,Germany,0.5151515151515151,0.6146788990825688,1.818181818181818,2.073394495412844,0
Argentina,Belgium,0.5308641975308642,0.4166666666666667,1.6913580246913582,1.4166666666666667,1
Netherlands,Costa Rica,0.54,0.2777777777777778,1.72,1.0555555555555556,-1
Brazil,Germany,0.6697247706422018,0.6146788990825688,2.1009174311926606,2.073394495412844,0
Netherlands,Argentina,0.54,0.5308641975308642,1.72,1.6913580246913582,-1
Brazil,Netherlands,0.6697247706422018,0.54,2.1009174311926606,1.72,0
Germany,Argentina,0.6146788990825688,0.5308641975308642,2.073394495412844,1.6913580246913582,1
Russia,Saudi Arabia,0.4222222222222222,0.1875,1.7111111111111108,0.6875,1
Egypt,Uruguay,0.0,0.42857142857142855,0.7142857142857143,1.5535714285714286,0
Morocco,Iran,0.125,0.13333333333333333,0.875,0.6,0
Portugal,Spain,0.4666666666666667,0.4761904761904762,1.6333333333333333,1.5714285714285714,-1
France,Australia,0.5151515151515151,0.125,1.818181818181818,0.8125,1
Argentina,Iceland,0.5308641975308642,0.0,1.6913580246913582,0.6666666666666666,-1
Peru,Denmark,0.2777777777777778,0.45,1.1666666666666667,1.5,0
Croatia,Nigeria,0.4782608695652174,0.2857142857142857,1.5217391304347827,1.0952380952380951,1
Costa Rica,Serbia,0.2777777777777778,0.3076923076923077,1.0555555555555556,0.8461538461538461,0
Germany,Mexico,0.6146788990825688,0.2807017543859649,2.073394495412844,1.0526315789473684,0
Brazil,Switzerland,0.6697247706422018,0.32432432432432434,2.1009174311926606,1.351351351351351,-1
Sweden,Korea Republic,0.3725490196078432,0.17647058823529413,1.568627450980392,1.0,1
Belgium,Panama,0.4166666666666667,0.0,1.4166666666666667,0.6666666666666666,1
Tunisia,England,0.13333333333333333,0.42028985507246375,0.8666666666666667,1.318840579710145,0
Colombia,Japan,0.4090909090909091,0.2380952380952381,1.4545454545454546,0.9523809523809524,0
Poland,Senegal,0.4705882352941176,0.375,1.3529411764705883,1.375,0
Russia,Egypt,0.4222222222222222,0.0,1.7111111111111108,0.7142857142857143,1
Portugal,Morocco,0.4666666666666667,0.125,1.6333333333333333,0.875,1
Uruguay,Saudi Arabia,0.42857142857142855,0.1875,1.5535714285714286,0.6875,1
Iran,Spain,0.13333333333333333,0.4761904761904762,0.6,1.5714285714285714,0
Denmark,Australia,0.45,0.125,1.5,0.8125,-1
France,Peru,0.5151515151515151,0.2777777777777778,1.818181818181818,1.1666666666666667,1
Argentina,Croatia,0.5308641975308642,0.4782608695652174,1.6913580246913582,1.5217391304347827,0
Brazil,Costa Rica,0.6697247706422018,0.2777777777777778,2.1009174311926606,1.0555555555555556,1
Nigeria,Iceland,0.2857142857142857,0.0,1.0952380952380951,0.6666666666666666,1
Serbia,Switzerland,0.3076923076923077,0.32432432432432434,0.8461538461538461,1.351351351351351,0
Belgium,Tunisia,0.4166666666666667,0.13333333333333333,1.4166666666666667,0.8666666666666667,1
Korea Republic,Mexico,0.17647058823529413,0.2807017543859649,1.0,1.0526315789473684,0
Germany,Sweden,0.6146788990825688,0.3725490196078432,2.073394495412844,1.568627450980392,1
England,Panama,0.42028985507246375,0.0,1.318840579710145,0.6666666666666666,1
Japan,Senegal,0.2380952380952381,0.375,0.9523809523809524,1.375,-1
Poland,Colombia,0.4705882352941176,0.4090909090909091,1.3529411764705883,1.4545454545454546,0
Russia,Uruguay,0.4222222222222222,0.42857142857142855,1.7111111111111108,1.5535714285714286,0
Saudi Arabia,Egypt,0.1875,0.0,0.6875,0.7142857142857143,1
Spain,Morocco,0.4761904761904762,0.125,1.5714285714285714,0.875,-1
Iran,Portugal,0.13333333333333333,0.4666666666666667,0.6,1.6333333333333333,-1
Australia,Peru,0.125,0.2777777777777778,0.8125,1.1666666666666667,0
Denmark,France,0.45,0.5151515151515151,1.5,1.818181818181818,-1
Nigeria,Argentina,0.2857142857142857,0.5308641975308642,1.0952380952380951,1.6913580246913582,0
Iceland,Croatia,0.0,0.4782608695652174,0.6666666666666666,1.5217391304347827,0
Korea Republic,Germany,0.17647058823529413,0.6146788990825688,1.0,2.073394495412844,1
Mexico,Sweden,0.2807017543859649,0.3725490196078432,1.0526315789473684,1.568627450980392,0
Serbia,Brazil,0.3076923076923077,0.6697247706422018,0.8461538461538461,2.1009174311926606,0
Switzerland,Costa Rica,0.32432432432432434,0.2777777777777778,1.351351351351351,1.0555555555555556,-1
Japan,Poland,0.2380952380952381,0.4705882352941176,0.9523809523809524,1.3529411764705883,0
Senegal,Colombia,0.375,0.4090909090909091,1.375,1.4545454545454546,0
Panama,Tunisia,0.0,0.13333333333333333,0.6666666666666666,0.8666666666666667,0
England,Belgium,0.42028985507246375,0.4166666666666667,1.318840579710145,1.4166666666666667,0
France,Argentina,0.5151515151515151,0.5308641975308642,1.818181818181818,1.6913580246913582,1
Uruguay,Portugal,0.42857142857142855,0.4666666666666667,1.5535714285714286,1.6333333333333333,1
Russia,Spain,0.4222222222222222,0.4761904761904762,1.7111111111111108,1.5714285714285714,-1
Croatia,Denmark,0.4782608695652174,0.45,1.5217391304347827,1.5,-1
Brazil,Mexico,0.6697247706422018,0.2807017543859649,2.1009174311926606,1.0526315789473684,1
Belgium,Japan,0.4166666666666667,0.2380952380952381,1.4166666666666667,0.9523809523809524,1
Sweden,Switzerland,0.3725490196078432,0.32432432432432434,1.568627450980392,1.351351351351351,1
Colombia,England,0.4090909090909091,0.42028985507246375,1.4545454545454546,1.318840579710145,-1
Uruguay,France,0.42857142857142855,0.5151515151515151,1.5535714285714286,1.818181818181818,0
Brazil,Belgium,0.6697247706422018,0.4166666666666667,2.1009174311926606,1.4166666666666667,0
Sweden,England,0.3725490196078432,0.42028985507246375,1.568627450980392,1.318840579710145,0
Russia,Croatia,0.4222222222222222,0.4782608695652174,1.7111111111111108,1.5217391304347827,-1
France,Belgium,0.5151515151515151,0.4166666666666667,1.818181818181818,1.4166666666666667,1
Croatia,England,0.4782608695652174,0.42028985507246375,1.5217391304347827,1.318840579710145,1
Belgium,England,0.4166666666666667,0.42028985507246375,1.4166666666666667,1.318840579710145,1
France,Croatia,0.5151515151515151,0.4782608695652174,1.818181818181818,1.5217391304347827,1
